17,Red Lentil Curry,"This is a rich and hearty lentil curry, great as a main meal rather than as a side dish like the more traditional Indian dhal. Don't let the ingredient list faze you, this really is an easy dish to make. This dish is great served with basmati rice.",4.5,http://images.media-allrecipes.com/userphotos/250x250/00/49/02/490284.jpg,allrecipes.com/recipe/16641/red-lentil-curry/
18,Easy Indian Butter Chicken,"This creamy curry Indian butter chicken recipe combines ethnic spices with simple ingredients like onion, butter, and tomato sauce for a tasty dish.",4.71000003814697,http://images.media-allrecipes.com/userphotos/250x250/02/18/07/2180712.jpg,allrecipes.com/recipe/141169/easy-indian-butter-chicken/
19,Spicy Vegan Potato Curry,Abundant spices make this better than any restaurant curry I've tasted.,4.46999979019165,http://images.media-allrecipes.com/userphotos/250x250/04/58/13/4581394.jpg,allrecipes.com/recipe/165190/spicy-vegan-potato-curry/
20,Indian Chicken Curry (Murgh Kari),"Chicken breasts simmer in a curry sauce with yogurt, tomatoes, onion, garlic, and ginger in this spicy Indian dish.",4.73999977111816,http://images.media-allrecipes.com/userphotos/250x250/03/32/58/3325822.jpg,allrecipes.com/recipe/212721/indian-chicken-curry-murgh-kari/
21,Carrot Rice,"Fragrant basmati rice sauteed with carrots, onions, fresh ginger, peanuts, and cilantro.",4.40000009536743,http://images.media-allrecipes.com/userphotos/250x250/01/01/30/1013061.jpg,allrecipes.com/recipe/17971/carrot-rice/
22,Chickpea Curry,Chickpeas are simmered in a fragrantly spiced curry sauce mixture and garnished with fresh cilantro.,4.23000001907349,http://images.media-allrecipes.com/userphotos/250x250/00/16/33/163375.jpg,allrecipes.com/recipe/34689/chickpea-curry/
23,Slow Cooker Butter Chicken,Chicken thigh meat cooks with tandoori masala and garam masala in a sauce of coconut milk and tomato in this tasty Indian classic.,4.46000003814697,http://images.media-allrecipes.com/userphotos/250x250/01/11/99/1119998.jpg,allrecipes.com/recipe/174543/slow-cooker-butter-chicken/
24,Baingan Bharta (Eggplant Curry),Enjoy this spicy Indian eggplant curry dish over rice or with Indian bread (or both).,4.30999994277954,http://images.media-allrecipes.com/userphotos/250x250/00/01/45/14597.jpg,allrecipes.com/recipe/47564/baingan-bharta-eggplant-curry/
25,Aloo Phujia,"Spicy potatoes, tomatoes and onions with an Indian kick! This is super spicy so be aware!",4.40999984741211,http://images.media-allrecipes.com/userphotos/250x250/00/69/56/695663.jpg,allrecipes.com/recipe/14035/aloo-phujia/
26,Indian Tandoori Chicken,Chicken is marinated overnight in a spicy yogurt marinade then grilled in this authentic recipe for Tandoori chicken.,4.28000020980835,http://images.media-allrecipes.com/userphotos/250x250/00/41/93/419396.jpg,allrecipes.com/recipe/50347/indian-tandoori-chicken/
27,Grilled Chicken Thighs Tandoori,"These grilled chicken thighs are moist, luscious, and delicious: they're marinated in yogurt with just the right blend of spices.",4.40999984741211,http://images.media-allrecipes.com/userphotos/250x250/00/12/22/122209.jpg,allrecipes.com/recipe/86828/grilled-chicken-thighs-tandoori/
28,Indian Style Basmati Rice,This is a savory Indian style rice dish flavored with whole spices and fried onions. Soaking the basmati rice before cooking makes all the difference. Serve with your favorite Indian curry or dal (lentils). Make sure you warn people not to bite into the whole spices!,4.48000001907349,http://images.media-allrecipes.com/userphotos/250x250/00/24/48/244848.jpg,allrecipes.com/recipe/72349/indian-style-basmati-rice/
29,Chicken Korma II,"In this mild Northern Indian dish, chicken is simmered in a creamy fragrant sauce with onion, garlic, ginger and cashews. Serve over basmati or sticky rice.",4.34000015258789,http://images.media-allrecipes.com/userphotos/250x250/00/04/29/42948.jpg,allrecipes.com/recipe/68473/chicken-korma-ii/
30,Indian Tomato Chicken,"Ginger, garlic, cumin, cinnamon, turmeric and a host of exotic spices coat sauteed chicken in tomato sauce.  A long simmer seals in the complex flavors of this aromatic dish.",4.53999996185303,http://images.media-allrecipes.com/userphotos/250x250/00/97/17/971717.jpg,allrecipes.com/recipe/17449/indian-tomato-chicken/
31,Mango Lassi II,"This creamy, smooth mango lassi is made with yogurt and mango and is absolutely heavenly.",4.53999996185303,http://images.media-allrecipes.com/userphotos/250x250/00/42/15/421504.jpg,allrecipes.com/recipe/32620/mango-lassi-ii/
32,Absolutely Perfect Palak Paneer,This Indian dish combines fresh spinach and ricotta in a creamy curry. Use paneer if you can find it! It is absolutely wonderful with basmati rice or naan.,3.91000008583069,http://images.media-allrecipes.com/userphotos/250x250/00/03/80/38052.jpg,allrecipes.com/recipe/20312/absolutely-perfect-palak-paneer/
33,Indian Dahl with Spinach,"Cook plain lentils with Indian spices such as turmeric and garam masala and you get this delicious, authentic dahl.  This recipe uses spinach and coconut milk, which is optional.  Perfect addition to rice and curry.",4.15999984741211,http://images.media-allrecipes.com/userphotos/250x250/00/02/79/27971.jpg,allrecipes.com/recipe/21459/indian-dahl-with-spinach/
34,Chef John's Chicken Tikka Masala,"It requires a few ingredients and a little time, but Chef John's recipe for chicken tikka masala is well worth the effort.",4.76999998092651,http://images.media-allrecipes.com/userphotos/250x250/03/53/72/3537206.jpg,allrecipes.com/recipe/239867/chef-johns-chicken-tikka-masala/
35,Beef Samosas,"Beef and potatoes are the main ingredients folded inside these wonderful deep fried samosas. Chicken livers may be substituted for beef, if you choose. My friend from Bangladesh gave me this savory, spicy recipe. You just can't buy better in the shops.",4.5,http://images.media-allrecipes.com/userphotos/250x250/00/60/91/609167.jpg,allrecipes.com/recipe/24871/beef-samosas/
36,Keon's Slow Cooker Curry Chicken,"Chunks of chicken breast cook slowly in a creamy, curry-flavored sauce with coconut milk, peas, and mushrooms for a nicely spicy take on a slow cooker chicken dish. Serve over rice or with hot naan bread.",4.30000019073486,http://images.media-allrecipes.com/userphotos/250x250/02/61/64/2616445.jpg,allrecipes.com/recipe/213140/keons-slow-cooker-curry-chicken/
37,Easy Masoor Daal,"This recipe brings the authentic flavor of India into your kitchen. It's a delicious combination of red lentils (masoor daal), ginger, turmeric, cayenne pepper, onion and cumin. Serve over plain or spiced rice.",4.3600001335144,http://images.media-allrecipes.com/userphotos/250x250/00/15/42/154232.jpg,allrecipes.com/recipe/22765/easy-masoor-daal/
38,Spicy Indian Chicken and Mango Curry,"This delicious, Indian-inspired dish is made by quickly cooking chicken and shallots with curry paste, then bathing everything with a coconut milk-mango puree!",4.25,http://images.media-allrecipes.com/userphotos/250x250/00/01/55/15532.jpg,allrecipes.com/recipe/105553/spicy-indian-chicken-and-mango-curry/
39,Indian Eggplant - Bhurtha,"This is a traditional North Indian (Punjabi) Bhurtha made with eggplant and tomato, and seasoned with cumin, turmeric garlic and ginger. Serve with fresh roti or naan.",4.48999977111816,http://images.media-allrecipes.com/userphotos/250x250/00/54/91/549170.jpg,allrecipes.com/recipe/80686/indian-eggplant-bhurtha/
40,Indian Chicken Curry I,"My friend's father, who is from India, showed me how to make this. It's delicious! Serve with hot cooked rice.",4.46999979019165,http://images.media-allrecipes.com/userphotos/250x250/00/01/77/17795.jpg,allrecipes.com/recipe/20036/indian-chicken-curry-i/
41,Indian Shrimp Curry,This is a subtle and richly-flavored curry that complements the shrimp perfectly--and it's a quick and easy meal! Serve with hot cooked rice.,4.40999984741211,http://images.media-allrecipes.com/userphotos/250x250/02/30/60/2306099.jpg,allrecipes.com/recipe/205544/indian-shrimp-curry/
42,Gobi Aloo (Indian Style Cauliflower with Potatoes),"Cauliflower, potatoes, and an enticingly fragrant blend of spices make up this traditional Indian dish.",4.01000022888184,http://images.media-allrecipes.com/userphotos/250x250/00/12/51/125180.jpg,allrecipes.com/recipe/55641/gobi-aloo-indian-style-cauliflower-with-potatoes/
43,Coconut Tofu Keema,"Peas, carrots, and tofu are simmered together in coconut milk with spices, creating a warm, savory Indian favorite. Serve over hot rice, with yogurt on the side.",4.30000019073486,http://images.media-allrecipes.com/userphotos/250x250/00/01/35/13519.jpg,allrecipes.com/recipe/104820/coconut-tofu-keema/
44,Indian Chapati Bread,"A simple but delicious recipe for Indian flatbread. Serve with Indian curry, main dishes, or even use to make sandwich wraps. Enjoy!",4.59999990463257,http://images.media-allrecipes.com/userphotos/250x250/02/14/82/2148204.jpg,allrecipes.com/recipe/85469/indian-chapati-bread/
45,Authentic Chicken Tikka Masala,This popular Indian dish stars spiced chicken in a rich tomato and curry-based cream sauce.,4.61999988555908,http://images.media-allrecipes.com/userphotos/250x250/01/06/49/1064912.jpg,allrecipes.com/recipe/228446/authentic-chicken-tikka-masala/
46,Alicia's Aloo Gobi,"Here's a variation of Aloo Gobi, a traditionally dry Indian dish consisting of potatoes and cauliflower. This recipe calls for coconut milk, tomatoes and chickpeas for a savory main dish in a spicy sauce. Serve with basmati rice or, better, with breads such as roti, naan, or pita.",4.42999982833862,http://images.media-allrecipes.com/userphotos/250x250/00/23/06/230640.jpg,allrecipes.com/recipe/151997/alicias-aloo-gobi/
47,Kheer (Rice Pudding),"This is a very flavorful Basmati rice pudding made with coconut milk, raisins, cardamom, and toasted almonds and pistachios. It's the best rice pudding I've ever had, and very easy to make!",4.42000007629395,http://images.media-allrecipes.com/userphotos/250x250/02/23/79/2237989.jpg,allrecipes.com/recipe/74203/kheer-rice-pudding/
48,Indian Fish Curry,"Spicy baked white fish fillets are dressed up with a ginger, garlic, onion, and cashew puree in this Bengali recipe.",4.57000017166138,http://images.media-allrecipes.com/userphotos/250x250/00/77/96/779645.jpg,allrecipes.com/recipe/213238/indian-fish-curry/
49,Easy Garam Masala,"This recipe produces a quick version of Garam Masala, the aromatic blend of spices often used in Indian cooking.",4.80000019073486,http://images.media-allrecipes.com/userphotos/250x250/00/39/98/399841.jpg,allrecipes.com/recipe/142967/easy-garam-masala/
50,Chicken Stew With Coconut Milk,This is an exotic yet easy to make chicken curry stew. The coconut milk brings a Thai influence to this quick microwave main dish.,4.3600001335144,http://images.media-allrecipes.com/userphotos/250x250/00/64/11/641161.jpg,allrecipes.com/recipe/78008/chicken-stew-with-coconut-milk/
51,Easy Indian Style Okra,My Indian friend taught me how to make this easy traditional Indian okra recipe using fresh okra and spices in a skillet.,4.32000017166138,http://images.media-allrecipes.com/userphotos/250x250/00/37/11/371190.jpg,allrecipes.com/recipe/74153/easy-indian-style-okra/
52,Makhani Chicken (Indian Butter Chicken),"This fragrant, spicy Indian butter chicken recipe is from the owner of the India Cuisine restaurant in Seattle, Washington. Serve with hot Indian bread.",4.44000005722046,http://images.media-allrecipes.com/userphotos/250x250/01/19/52/1195266.jpg,allrecipes.com/recipe/24782/makhani-chicken-indian-butter-chicken/
53,Indian Naan II,"This rendition of Indian naan bread calls for yogurt and kalonji, an exotic spice you may have to search for in specialty shops.",4.5,http://images.media-allrecipes.com/userphotos/250x250/00/09/67/96729.jpg,allrecipes.com/recipe/7021/indian-naan-ii/
54,Indian Saffron Rice,White rice is sauteed in butter and then simmered with saffron infused water.  The secret of obtaining fluffy rice is in having the rice hot enough that when the boiling water is added it does not stop boiling.,4.36999988555908,http://images.media-allrecipes.com/userphotos/250x250/00/16/33/163372.jpg,allrecipes.com/recipe/24709/indian-saffron-rice/
55,Chicken Biryani,"For a traditional Pakistani/Indian dish, simmer tender morsels of chicken in a creamy, spicy blend of onion, garlic, ginger, turmeric, cumin, tomatoes, yogurt, mint, cardamom and cinnamon. Finish by steaming with fragrant saffron rice and potatoes.",4.30999994277954,http://images.media-allrecipes.com/userphotos/250x250/01/93/29/1932914.jpg,allrecipes.com/recipe/16102/chicken-biryani/
56,Spicy Indian Dahl,"Onions, fresh ginger, jalapenos and garlic fried in oil with mustard seeds are added to cooked red lentils in this soup seasoned with ground coriander, cumin and cilantro.",4.09999990463257,http://images.media-allrecipes.com/userphotos/250x250/00/49/07/490740.jpg,allrecipes.com/recipe/13059/spicy-indian-dahl/
57,Tim Perry's Soup (Creamy Curry Cauliflower and Broccoli Soup),"A simple curry soup that will not disappoint neither with its flavor, nor with its simplicity of preparation.  Broccoli and cauliflower serve as the main components of this one-pot wonder. Serve with crusty bread and butter.",4.51000022888184,http://images.media-allrecipes.com/userphotos/250x250/00/51/92/519272.jpg,allrecipes.com/recipe/142382/tim-perrys-soup-creamy-curry-cauliflower-and-broccoli-soup/
58,Navratan Korma,"This is an Indian vegetarian curry with nuts, paneer cheese, and an adjustable list of vegetables. It is in a tomato-cream sauce as opposed to the usual yogurt-based sauce.",4.53000020980835,http://images.media-allrecipes.com/userphotos/250x250/01/03/35/1033573.jpg,allrecipes.com/recipe/86602/navratan-korma/
59,Aloo Matar,Potatoes and peas are cooked in a tomato sauce with Indian seasonings.,4.17999982833862,http://images.media-allrecipes.com/userphotos/250x250/00/13/91/139146.jpg,allrecipes.com/recipe/52232/aloo-matar/
60,Curried Chicken and Brown Rice Casserole,"Cinnamon, garlic, raisins, lemon juice, and tomatoes enliven this quick and easy curried chicken casserole.",4.21000003814697,http://images.media-allrecipes.com/userphotos/250x250/00/00/19/1923.jpg,allrecipes.com/recipe/82813/curried-chicken-and-brown-rice-casserole/
61,Cucumber Raita,Cucumber and mint make an amazingly refreshing salad when stirred together with Greek yogurt and lemon juice.,4.28999996185303,http://images.media-allrecipes.com/userphotos/250x250/00/28/81/288199.jpg,allrecipes.com/recipe/105046/cucumber-raita/
62,Keema (Indian-Style Ground Meat),"Ground lamb is sauteed with onions and lots of masala, and served over rice or noodles for a quick, flavorful meal. This recipe may be modified by adding peas (mattar), potatoes, or any other vegetable you like. It can also be used as a samosa or pastry filling.",4.26999998092651,http://images.media-allrecipes.com/userphotos/250x250/00/02/89/28965.jpg,allrecipes.com/recipe/44445/keema-indian-style-ground-meat/
63,Indian Style Sheekh Kabab,"Ground lamb is seasoned with fresh mint and cilantro, and ginger and green chili paste, and made into delicious shish kabobs. Serve with lime wedges, mint chutney, and sliced, sweet Vidalia onions.",4.6100001335144,http://images.media-allrecipes.com/userphotos/250x250/00/04/43/44310.jpg,allrecipes.com/recipe/33252/indian-style-sheekh-kabab/
64,Tandoori Chicken II,A paste made from a combination of spices and dried peppers is the secret to this spicy grilled chicken recipe. No long marinating time is required; the chicken can be prepared in the time it takes to get the coals hot.,4.19999980926514,http://images.media-allrecipes.com/userphotos/250x250/00/01/01/10190.jpg,allrecipes.com/recipe/28011/tandoori-chicken-ii/
65,Kulfi,"Cardamom flavored frozen dessert made with condensed and evaporated milk, white bread and whipped topping.",4.59000015258789,http://images.media-allrecipes.com/userphotos/250x250/00/73/63/736349.jpg,allrecipes.com/recipe/19834/kulfi/
66,Coconut Curry Chili,"Coconut milk, curry, and mango chutney really put a new set of flavors in this spin on turkey chili.",4.75,http://images.media-allrecipes.com/userphotos/250x250/01/06/64/1066431.jpg,allrecipes.com/recipe/223171/coconut-curry-chili/
67,Keema Aloo (Ground Beef and Potatoes),I guarantee you will love this meal. It is by far my favorite Indian recipe--my mom still makes this for me to this day. Serve over rice.,4.6100001335144,http://images.media-allrecipes.com/userphotos/250x250/03/90/20/3902019.jpg,allrecipes.com/recipe/231026/keema-aloo-ground-beef-and-potatoes/
68,Indian Relish,Spread cream cheese on your favorite crackers and top with this zesty relish. Red bell peppers and sweet onion are simmered in white wine vinegar and red pepper flakes.,4.76000022888184,http://images.media-allrecipes.com/userphotos/250x250/00/08/63/86389.jpg,allrecipes.com/recipe/24180/indian-relish/
69,"Indian-Style Rice with Cashews, Raisins and Turmeric","Basmati rice is simmered with coconut milk, spices, raisins, and cashews to make a colorful, fragrant Indian-style rice.",4.59000015258789,http://images.media-allrecipes.com/userphotos/250x250/00/20/43/204362.jpg,allrecipes.com/recipe/105691/indian-style-rice-with-cashews-raisins-and-turmeric/
70,Authentic and Easy Shrimp Curry,"This is a home-style South Indian shrimp curry recipe from my husband's family. It is simple and quick to make. It contains no coconut so is not sweet, just mostly juicy and as hot as you like it. Serve with basmati rice or an Indian flatbread.",4.67000007629395,http://images.media-allrecipes.com/userphotos/250x250/00/26/94/269404.jpg,allrecipes.com/recipe/93597/authentic-and-easy-shrimp-curry/
71,Potato Curry,"This is a great creamy curry recipe. It is very mild, and unlike typical curries. A crowd pleaser!",4.19999980926514,http://images.media-allrecipes.com/userphotos/250x250/00/04/53/45305.jpg,allrecipes.com/recipe/81354/potato-curry/
72,Chana Masala (Savory Indian Chick Peas),"Making a paste of onion, tomato, chile pepper, ginger, and garlic starts you on your way to a relatively simple homemade Indian dish.",4.3899998664856,http://images.media-allrecipes.com/userphotos/250x250/04/24/06/4240620.jpg,allrecipes.com/recipe/236564/chana-masala-savory-indian-chick-peas/
73,Easy Chicken Korma,"This is the easiest korma recipe I have! A winner for us. Not too spicy, but lots of flavor. If you have ever wanted to try Indian food, this is a good one to start with. Serve over hot rice.",4.34999990463257,http://images.media-allrecipes.com/userphotos/250x250/01/09/32/1093251.jpg,allrecipes.com/recipe/55291/easy-chicken-korma/
74,Evin's Indian Apricot Chicken,"Made with chicken tenders, apricot preserves, garam masala, and lime zest, this spicy sweet chicken has flavors inspired by South Asian cuisine.",4.48000001907349,http://images.media-allrecipes.com/userphotos/250x250/00/56/28/562853.jpg,allrecipes.com/recipe/157010/evins-indian-apricot-chicken/
75,Cod Curry,This tomato based curry may be modified for hotness depending on quantity of spices and number of jalapeno peppers used. It is a great favourite with my family - I make it about once a month.,4.51000022888184,http://images.media-allrecipes.com/userphotos/250x250/00/60/22/602255.jpg,allrecipes.com/recipe/85644/cod-curry/
76,Coconut Rice,"This delicious, simple coconut rice adds an exotic touch to any meal!  Especially great with fish such as salmon.",3.67000007629395,http://images.media-allrecipes.com/userphotos/250x250/00/27/55/275574.jpg,allrecipes.com/recipe/46607/coconut-rice/
77,Curried Mango Chicken,Mango chutney is simmered with the chicken and curry paste in this tasty dish.,4.40000009536743,http://images.media-allrecipes.com/userphotos/250x250/00/64/69/646954.jpg,allrecipes.com/recipe/176909/curried-mango-chicken/
78,Vegetarian Chickpea Curry with Turnips,"Chickpeas (garbanzo beans), turnips, and corn combine in this warming meal.  It's a meaty dish, with a hint of curry and cumin flavor.  Serve on it's own or on some basmati rice. I hope you enjoy it as much as I do!",4.55000019073486,http://images.media-allrecipes.com/userphotos/250x250/00/67/77/677780.jpg,allrecipes.com/recipe/161381/vegetarian-chickpea-curry-with-turnips/
79,Crispy Vegetable Pakoras,Pakoras are a favorite in India. Your favorite vegetables are dipped in a spicy batter and deep fried to make fabulous fritters.,4.55999994277954,http://images.media-allrecipes.com/userphotos/250x250/01/05/52/1055227.jpg,allrecipes.com/recipe/23595/crispy-vegetable-pakoras/
80,Murgh Makhani (Indian Butter Chicken),"This simple version of the classic Indian chicken dish uses plain yogurt, tomato sauce, ginger, garlic, Indian chili powder, garam masala, dried fenugreek leaves, and, of course, butter, for a tasty main dish served over rice.",4.84000015258789,http://images.media-allrecipes.com/userphotos/250x250/01/95/73/1957357.jpg,allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/
81,Indian Curried Barley Pilaf,"This is a delicious and savory curried barley dish.  It is fabulous as a main dish, or as a side dish with fish or grilled chicken breast. It is quite simple to make and sure to impress!",4.3899998664856,http://images.media-allrecipes.com/userphotos/250x250/00/31/21/312109.jpg,allrecipes.com/recipe/189305/indian-curried-barley-pilaf/
82,Banana Chai Bread,A few splashes of your favorite chai (spiced Indian tea) add a complex spiciness to this banana bread. And non-fat cream cheese adds rich flavor without the guilt.,4.01000022888184,http://images.media-allrecipes.com/userphotos/250x250/00/63/21/632140.jpg,allrecipes.com/recipe/7175/banana-chai-bread/
83,Indian Stir-Fried Shrimp in Cream Sauce (Bhagari Jhinga),"Shrimp is cooked in a flavorful sauce made with coconut milk, cumin, garam masala, cilantro and lemon juice. This dish is not too spicy, and is very easy to make.",4.46999979019165,http://images.media-allrecipes.com/userphotos/250x250/03/09/70/3097046.jpg,allrecipes.com/recipe/55177/indian-stir-fried-shrimp-in-cream-sauce-bhagari-jhinga/
84,Easy Chicken Curry,This simple dish of curried chicken and onion proves that even the most basic curry can still pack a punch.,3.75999999046326,http://images.media-allrecipes.com/userphotos/250x250/02/89/73/2897331.jpg,allrecipes.com/recipe/15156/easy-chicken-curry/
85,Curried Cumin Potatoes,A flavorful side dish of Indian cuisine.  This dish blends the mild flavor of cumin with the unrelenting spice of  curry.  A truly engaging dish.,4,http://images.media-allrecipes.com/userphotos/250x250/00/40/39/403961.jpg,allrecipes.com/recipe/38033/curried-cumin-potatoes/
86,Tofu Keema,"A vegetarian version of keema, this curry is made with minced firm tofu with green peas.",4.07000017166138,http://images.media-allrecipes.com/userphotos/250x250/00/12/83/128352.jpg,allrecipes.com/recipe/43805/tofu-keema/
87,Moong Dal,"A curried yellow split pea soup flavored with ginger, chili pepper, tomatoes, cumin and garlic. Serve hot in soup bowls, or over rice.",4.1399998664856,http://images.media-allrecipes.com/userphotos/250x250/00/11/15/111568.jpg,allrecipes.com/recipe/20350/moong-dal/
88,Vegetable Masala,"Masala means a spicy mixture. Vegetable masala is a mixture of vegetables like potatoes, carrots, peas and beans cooked with onions & tomatoes adding spices like garam masala powder, ginger and garlic powder.",4.17000007629395,http://images.media-allrecipes.com/userphotos/250x250/00/16/67/166743.jpg,allrecipes.com/recipe/20793/vegetable-masala/
89,Indian Cauliflower,"This not only tastes glorious, but it looks glorious as well. The cauliflower is brushed with oil and turmeric before being baked whole in the oven. A curry sauce is whipped up and poured over the golden cauliflower when it emerges from the oven.",4.05999994277954,http://images.media-allrecipes.com/userphotos/250x250/04/51/54/4515420.jpg,allrecipes.com/recipe/14109/indian-cauliflower/
90,Mulligatawny Soup II,"A more traditional version of the Anglo-Indian invention, this Mulligatawny combines tamarind concentrate, lemon juice, coconut milk, red lentils, and fresh cilantro with lots of vegetables and exotic spices.  A delicious and warming soup.",4.67000007629395,http://images.media-allrecipes.com/userphotos/250x250/00/48/96/489658.jpg,allrecipes.com/recipe/13145/mulligatawny-soup-ii/
91,Delightful Indian Coconut Vegetarian Curry in the Slow Cooker,"This delightful vegetarian curry dish from the slow cooker is made creamy with the use of coconut cream and given heat from the curry powder, chili powder, red pepper flakes, and cayenne pepper.",3.90000009536743,http://images.media-allrecipes.com/userphotos/250x250/01/37/49/1374996.jpg,allrecipes.com/recipe/214900/delightful-indian-coconut-vegetarian-curry-in-the-slow-cooker/
92,Easy Curried Cauliflower,This is quick and delicious! Eat the cauliflower with plenty of naan or rice; it's especially delicious with a side of plain yogurt!,4.38000011444092,http://images.media-allrecipes.com/userphotos/250x250/00/23/54/235469.jpg,allrecipes.com/recipe/160185/easy-curried-cauliflower/
93,Sherry Chicken Curry,"Chicken breast simmered with sherry, beef bouillon, peanut butter and curry powder. Other spices and the addition of coconut milk all add up to an unusual, creamy curry chicken.",4.28000020980835,http://images.media-allrecipes.com/userphotos/250x250/00/23/44/234403.jpg,allrecipes.com/recipe/20718/sherry-chicken-curry/
94,Spicy Indian Chicken Curry Yummy,"This chicken curry recipe is totally diner style. The chicken thighs make it very soft and melt in your mouth! It's so easy to make too. Serve with rice, puri, naan or chappathi.",3.9300000667572,http://images.media-allrecipes.com/userphotos/250x250/00/01/34/13471.jpg,allrecipes.com/recipe/52678/spicy-indian-chicken-curry-yummy/
95,Indian Saag,"Indian saag is a curry of cooked mustard greens and spinach, tasty with naan bread.",3.98000001907349,http://images.media-allrecipes.com/userphotos/250x250/00/92/05/920522.jpg,allrecipes.com/recipe/64066/indian-saag/
